id,accession_no_csv,object_work_type,title_text
3b3544d0-b504-402d-a5ea-f351b7bf715a,2017-00145-113,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
baedb8eb-cc01-4450-a5dc-12e2e1d5b5c5,2017-00145-114,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
4f6d636b-544f-4c07-8af8-d1b41ffae5f7,2017-00145-115,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
cd220e8a-5a1f-49df-bd75-4a92598da972,2017-00145-116,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
cbcd6bef-7fd3-4bc4-94b6-7f85b446d429,2017-00145-117,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
7b4c5970-d862-4273-882d-94040fc04677,2017-00145-118,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
d297683e-8414-455f-9b1b-b24d41cb9c80,2017-00145-119,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
77c2334b-d73c-49e1-b6d2-2370a68fdb79,2017-00145-120,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
045c1524-d46a-4dbd-afc4-45efbcceba1b,2017-00145-121,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
0c33d07c-f58a-4366-8cb2-09f2f15ae5af,2017-00145-122,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
2518b010-2385-40b8-be49-61dc93aec92a,2017-00145-123,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
fc66f368-1505-49e6-bd60-f5c19ed10efa,2017-00145-124,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
bba502ca-5d0e-49c1-8df0-37d24d41c157,2017-00145-125,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
54455f6e-bd3b-45fb-80f7-a53e1831e6a8,2017-00145-126,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
fd21be45-bce9-4592-b174-68f493f21f74,2017-00145-127,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
cac21378-ab35-4ec2-8f5e-80a6e071c8b9,2017-00145-128,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
ca82d9c3-92e2-49ea-86c3-d049d6740a96,2017-00145-129,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
6efcc54f-8ea1-4e82-ac91-4adb9ac1ce1a,2017-00145-130,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
1537e239-8ca1-49e0-ac9c-384cc4518efa,2017-00145-131,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
b211a580-d58e-43aa-a432-31ee3be551da,2017-00145-132,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
d057bdfe-aa6f-4acc-87ca-8551efb54f46,2017-00145-133,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
35e9a339-cca8-4968-a008-6d6a7ba4d328,2017-00145-134,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
3c62383e-640f-4855-a4eb-517191956db3,2017-00145-135,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
09dca2a8-a8cb-4379-b4c6-770258dd1f2d,2017-00145-136,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
5a786ab3-a607-4afb-a618-aa3bc7e04c81,2017-00145-137,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
01f97911-f08f-4732-9a50-a72a7816fb09,2017-00145-138,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
76868516-8193-446b-8a0e-8b4ade5c85b5,2017-00145-139,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
a3ffb4f1-57f1-46ff-a343-2df17343227b,2017-00145-140,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
542574fd-fc92-48fe-b3c7-4647203e2657,2017-00145-141,document (object genre) memoirs,"Reflections of Tan Chong Tee: Letters, Notes, and Photographs Reflections of Tan Chong Tee: Memoir"
b0fbdd08-3048-479b-84e8-0f855622b04f,2017-00146,notebooks,Lung Chui Ying Collection: Notebook on Guerilla Warfare ????? Lung Chiu Ying Collection: Notebook on Guerilla Warfare
f7dac241-2c3e-4679-9790-09c99372a76d,2017-00147,badges,Lung Chui Ying Collection: Force 136 badge ????? Lung Chiu Ying Collection: Force 136 badge
e77bb319-4ac1-4727-a79f-aa9fab053133,2017-00148,scarves (costume accessories),Lung Chui Ying Collection: Scarf of Force 136  ????? Lung Chiu Ying Collection: Scarf of Force 136
f0451899-b809-4365-b8dd-12a9d3c6969a,2017-00149,maps (documents),Lung Chui Ying Collection: Maps of Malaya and Sumatra ????? Lung Chiu Ying Collection: Maps of Malaya and Sumatra
eed343a6-6dbe-498b-8e4e-3b26295460c9,2017-00150,booklets commemoratives,Lung Chui Ying Collection: commemorative booklet on unveiling of Lim Bo Seng Memorial  ????? Lung Chiu Ying Collection: commemorative booklet on unveiling of Lim Bo Seng Memorial
9cb25e66-a8c4-4661-b76f-7e5699f2e50c,2017-00151,documents (object genre),Lung Chui Ying Collection: Image and interior plan of an Allied submarine  ????? Lung Chiu Ying Collection: Image and interior plan of an Allied submarine
6c5185e2-5535-4854-af1d-4cb744ab16b6,2017-00152,certificates,Lung Chui Ying Collection: Certificate of Registration for Overseas Chinese  belonging to Lung Chui Ying ????? Lung Chiu Ying Collection: Certificate of Registration for Overseas Chinese  belonging to Lung Chui Ying
9a1ce885-6880-4bcf-bf62-6c9e57ad4880,2017-00153,passports registrations (licenses) certificates,Lung Chui Ying Collection: Passport of Lung Chui Ying including a Registration of Foreigners Rules Form  ????? Lung Chiu Ying Collection: Passport of Lung Chiu Ying including a Registration of Foreigners Rules Form
d8201a9c-c6c6-4d0b-976e-5f9043e08222,2017-00153-001,passports,Lung Chui Ying Collection: Passport of Lung Chui Ying including a Registration of Foreigners Rules Form  ????? Lung Chiu Ying Collection: Passport of Lung Chiu Ying
eac0ee6b-1de7-4f7e-8c0b-32cccbde0e6c,2017-00153-002,registrations (licenses) certificates,Lung Chui Ying Collection: Passport of Lung Chui Ying including a Registration of Foreigners Rules Form  ????? Lung Chiu Ying Collection: Registration of Foreigners Rules Form
d244d830-d69e-4138-8b45-9fa4704fff1f,2017-00154,certificates,"Lung Chui Ying Collection: Kuomintang Membership Certificate belonging to Lung Chui Ying
 ????? Lung Chiu Ying Collection: Kuomintang Membership Certificate belonging to Lung Chiu Ying"
b9c52495-7c04-455c-8e48-87bc6dafa1c7,2017-00155,registrations (licenses) certificates,Lung Chui Ying Collection: Certificate of Admission for the Government of the Federated Malay States ????? Lung Chiu Ying Collection: Certificate of Admission for the Government of the Federated Malay States
17002c78-0309-4dfc-be9c-392d5e531baa,2017-00156,documents (object genre),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chiu Ying"
cd59d5ca-4f5b-41e2-b287-a93c8cb3af12,2017-00156-001,identity cards photocopies,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Photocopy of identity card"
1ea085fd-a0d0-404f-b104-df45aa894ecb,2017-00156-002,documents (object genre),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Discharge document"
25cb8d9f-ed2d-4d73-a286-74b9a5611ba2,2017-00156-003,identity cards,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: All Malayan Peoples Anti-Japanese Army Identity card"
106f2d1d-3f78-47e8-9591-4a04defa263b,2017-00156-004,orders (military records),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Movement order"
b786894e-e12d-400a-9390-4de96ec7d82a,2017-00156-005,documents (object genre),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Entitlement of badges"
49481f7d-acee-4429-bbb9-4e482675b1ba,2017-00156-006,receipts (financial records),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Arms receipt"
558700cb-a7ab-4f98-9b8d-b80d59145c35,2017-00156-007,documents (object genre) postage stamps,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Republic of China stamps"
9e9df655-2884-42e3-8c06-6304f9468489,2017-00156-008,documents (object genre) postage stamps,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Republic of China stamps"
e8f42008-ad0b-4255-8208-59fc8aa93f17,2017-00156-009,documents (object genre),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Letter of Service"
a34cede1-4884-4d98-93f0-e111c2b22a1e,2017-00156-010,black-and-white photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Military Vehicle at Memorial Service"
2bfaebd6-5d93-4257-9540-15b26ba61209,2017-00156-011,black-and-white photographs photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection: Photograph of General Post Office (now Fullerton Hotel) by the river ??????????????????????????????????????"
02515750-abf3-4fc9-a1dc-e86ad19f2d21,2017-00156-012,black-and-white photographs photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection: Photograph of the National College of Art's Dormitory  from Song Lin Gang ????????????????"
10cbafdb-72a8-4bb8-ae2d-c5ecec4e0743,2017-00156-013,black-and-white photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: military memorial service"
51dc9a43-3d2d-47d9-9833-eff696d18fde,2017-00156-014,black-and-white photographs photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection: Photograph of a Group  ????????"
a0d94896-85d1-4ab2-9560-6eb01d2b73a5,2017-00156-015,black-and-white photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: uniformed man by staircase"
b7b67def-03b1-44d3-a236-4e4e2e0a5bc9,2017-00156-016,black-and-white photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Lim Bo Seng Memorial Service"
58addc18-6737-41de-b415-16a419022e4d,2017-00156-017,black-and-white photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Soldiers standing at ease"
f9ec9f2d-8faf-4e68-9371-59d8639c361d,2017-00156-018,black-and-white photographs photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection: Photograph of Side View Of The National College of Art Dormitory  ?????????????.?????????????(???)"
a22a1d3f-86ec-4081-b67f-d2b0f2388cda,2017-00156-019,black-and-white photographs photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of a Group While On Holiday In Chong Qing ??????????????.??????,?????"
f5fe24ca-abf0-4593-9aa2-89206417a0a0,2017-00156-020,black-and-white photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: group of men with truck"
d04153af-400f-49ab-8666-f1d0d7786e8c,2017-00156-021,black-and-white photographs clippings (information artifacts),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: man in uniform"
3b936163-d7b6-41b2-b041-8abbd692ffe5,2017-00156-022,clippings (information artifacts) black-and-white photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: man in uniform"
232a43ab-775f-42c3-96c2-4399467bd827,2017-00156-023,brochures,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: Russian Submarine U-521 Foxtrot brochure"
5d8a6bbf-63b6-49f4-917e-9e6a286d6aee,2017-00156-024,clippings (information artifacts),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: three men in front of Cathay Building"
b201d5cf-da45-49a0-b68f-9eb0e70c1233,2017-00156-025,notes,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: address"
7960b07d-240d-4503-862a-c06b228591b9,2017-00156-026,identity cards,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: identity card"
17057e40-3ac6-458e-b185-0cf2bbfc3190,2017-00156-027,lists (document genres),"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ????? Lung Chiu Ying Collection: addresses"
e016144c-c4a9-4bee-833f-1d7272925739,2017-00156-028,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of Lung with His Eldest Grandson ???????????"
c1882fcc-f86c-40dd-9865-81116629c179,2017-00156-029,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of Models of Torpedoes In The Submarine ????????????"
fa1e0aa8-7b9d-4805-9cd5-3464209bb9ee,2017-00156-030,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of a submarine ?????????????"
672f40e9-fd98-4bbe-8957-6ac1660f5fd9,2017-00156-031,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of a conning tower  ??????"
8ab22b1c-11b4-4473-ac68-be4bc805cd17,2017-00156-032,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of a conning tower ??????"
59e53c27-e37f-4724-b6c0-f7a5ce502a8f,2017-00156-033,color photographs  group portraits  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of Lung and His Oldest Grandson ????????????"
47514395-e33a-4d32-870a-6c5c6f6a7ce7,2017-00156-034,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection: Photograph of a man in a helmet  ???x x?"
ef592e0f-d2c7-4072-8e39-78950b4b3894,2017-00156-035,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of a submarine ?????"
d0e0f270-1991-4473-b0e1-549183cdffc9,2017-00156-036,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of the front of the conning tower ????????"
fca99c9f-1bf1-4d76-be44-f7a8f8207142,2017-00156-037,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of conning tower ??????"
51f81910-75b5-4eb1-b7b1-69b65876e34b,2017-00156-038,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of the head of the submarine ??????"
8ba6ba50-d5d4-4222-b541-3d2da9d60c6d,2017-00156-039,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of torpedo tubes ?????????????? ????"
490b5808-d57b-481a-bf5f-b0a2eb9acd02,2017-00156-040,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of conning tower ????????"
c5cb91b9-3bf2-418c-a59c-255a95366025,2017-00156-041,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of torpedo tubes and sailors' beds ?????????????"
d3ac4120-c862-4844-8478-33d1677766c2,2017-00156-042,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection: Photograph of the conning tower ????????"
7a7d3dcf-d1be-4984-b96e-529521e30282,2017-00156-043,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of a model of a torpedo ???????"
f9964737-885b-4e3a-aa9f-ca30d700a27a,2017-00156-044,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of a woman ???????????"
be05790e-838c-4879-aec8-81a698015a24,2017-00156-045,color photographs  photographs,"Lung Chui Ying Collection: Photographs, Printed Images, Pamphlets and Clippings  collected by Lung Chui Ying ?????
 Lung Chui Ying Collection:  Photograph of the tail of the submarine ?????"
3b992201-a08d-4e6b-b46f-9846aa754550,2017-00157,letters (correspondence),Letters from Lim Bo Seng to Lee Shao Meng
c21aabd8-9665-44d3-ad14-236e5a317cf9,2017-00158,letters (correspondence),Letter from Tan Chong Chew to Lee Shao Meng
ddb91ded-1ab8-45d8-a07a-4cb9e16f1312,2017-00159,certificates,Lee Shao Meng Collection: Kuomintang certificate of Lee Shao Meng ?????
300f4f04-a885-4364-ae8d-f68d199aab54,2017-00160,certificates,Lee Shao Meng Collection: Student certificate of Lee Shao Meng ?????
f865fad4-6b0f-4fd5-aba2-1998fdea78ce,2017-00161,letters (correspondence),Lee Shao Meng Collection: Letter ?????
a72fc95e-676c-4210-9357-e0fcf1d85676,2017-00162,certificates,Lee Shao Meng Collection: Yunnan University Certificate ?????
9bc58cda-9482-4d9b-ad76-a06f2ba54318,2017-00163,letters (correspondence),Lee Shao Meng Collection: Letter  ?????
fc7e8088-9e0b-4f53-bc45-89876eda4dd8,2017-00164,notes (documents),Lee Shao Meng Collection Administrative Notes on How to Develop A Overseas Party  ?????
cd5b5933-9d1b-4a21-b351-3f85f94c0a2d,2017-00165,letters (correspondence),Appeal letter for Charity Exhibition ???????????
d48b4941-f527-4729-8216-7225b86195b1,2017-00166,reports,Report on Demobilisation of Force 136
1b372f24-7c82-47cd-ae28-ae529b460433,2017-00167,black-and-white photographs,Group Photograph featuring Force 136 members with Chuan Huiquan in Perak Force 136 members with Chuan Huiquan in Perak
7b4539b2-f703-431b-836a-6d9965a260b0,2017-00168,agreements,Agreement on United Military Action Against the Japanese
e78106b9-f256-4313-bc6c-92e71f05d49a,2017-00169,memorandums,Malayan People’s Anti-Japanese Army (MPAJA)’s Memo on  Resistance to the Japanese
28c30034-97b4-4100-b991-9bfcd0c76477,2017-00170,swords,War Trophy - Japanese Swords
f2710825-e3b5-4f6b-b0dc-2b90aab2c0ce,2017-00171,photographs,Lumut Sites of Force 136 Operations
686f9cda-c1f4-4af6-add1-7179ce87830e,2017-00171-001,photographs,Lumut Sites of Force 136 Operations
80d54a68-8f24-4a0c-9a87-794f2519a00b,2017-00171-002,photographs,Lumut Sites of Force 136 Operations
d596b85d-c0da-4841-a6b3-c94c6adfab20,2017-00171-003,photographs,Lumut Sites of Force 136 Operations
1d114470-3c53-4742-9623-6f5e864576a1,2017-00171-004,photographs,Lumut Sites of Force 136 Operations
efb771e9-40ce-4d2b-b47f-0c9fdb20ae44,2017-00171-005,photographs,Lumut Sites of Force 136 Operations
b14ddded-ac7f-4614-a187-6a381c11c608,2017-00171-006,photographs,Lumut Sites of Force 136 Operations
618c10e7-9f72-4fc2-b91a-da34d9882ed9,2017-00172,biographies (documents),Materials on Lim Bo Seng ????????
e22be16b-53eb-40f4-802e-4fb37156510c,2017-00173,letters (correspondence) reports,Materials on Lim Bo Seng: Hock Ann & Co. letter & a 2 page report on Lim Bo Seng ????????
1356c440-3220-4ca0-b711-e862f2bfd4b9,2017-00174,clippings (information artifacts),Materials on Lim Bo Seng: Clippings from Economic Times  ????????
05c9503d-4862-436b-a5c5-f9d1b2e5565f,2017-00175,letters (correspondence),Materials on Lim Bo Seng: Singapore Chinese Chamber of Commerce & Industry letter ????????
78455ef3-6a06-41d0-aad4-0ae4907aaa88,2017-00176,documents (object genre),Materials on Lim Bo Seng ????????
1b8a6e0e-2ee8-4853-9433-95e91daf1530,2017-00177,black-and-white photographs,Lim Hong Pei Collection: Photograph ????? Lim Hong Pei Collection: Parade
b9e4044c-3589-4c32-a100-a35934450536,2017-00178,black-and-white photographs,Lim Hong Pei Collection ????? Lim Hong Pei Collection: factory
d982d6e2-516d-4585-ab93-41a21e95fbac,2017-00179,black-and-white photographs,Lim Hong Pei Collection ?????
5b5c921a-c5d3-4520-953d-201ebf0b09d6,2017-00179-001,black-and-white photographs,Lim Hong Pei Collection ????? Lim Hong Pei Collection: army men
b46d12df-43d0-41ae-aa06-7706bf2c68ee,2017-00179-002,black-and-white photographs,Lim Hong Pei Collection ????? Lim Hong Pei Collection: soldier on street
87ea60a6-877c-4033-918f-6970ff5bea23,2017-00179-003,black-and-white photographs,Lim Hong Pei Collection ????? Lim Hong Pei Collection: soldiers in attention
42434fea-8c4d-429c-91a6-33d79f461aea,2017-00179-004,black-and-white photographs,Lim Hong Pei Collection ????? Lim Hong Pei Collection: soldiers by machinery
2588426b-ea78-4c04-8733-b696300166d8,2017-00179-005,black-and-white photographs,Lim Hong Pei Collection ????? Lim Hong Pei Collection: men by machinery
4e8a8fdf-cca1-4719-8acd-c895bd6e4007,2017-00179-006,black-and-white photographs,Lim Hong Pei Collection ????? Lim Hong Pei Collection: group in front of fence
39ed275c-dcb5-43b1-9cee-1a4af1f710ff,2017-00180,certificates,Lim Hong Pei Collection: KMT youth membership certificate  ?????
8867beee-ed63-4aa9-9d1f-2996158c2741,2017-00181,black-and-white photographs certificates,Lim Hong Pei Collection: Photographs and Certificate ?????
1caf9114-5276-4cc7-8586-49c8e0d41915,2017-00181-001,black-and-white photographs,Lim Hong Pei Collection: Photographs and Certificate ????? Lim Hong Pei Collection: Parachute Troops
65d5451b-19a5-4fc5-bd11-bc8c19db486c,2017-00181-002,certificates,Lim Hong Pei Collection: Photographs and Certificate ????? Lim Hong Pei Collection: Certificate
1a547ad0-aab0-48c8-a2cd-2432066e246c,2017-00181-003,black-and-white photographs,Lim Hong Pei Collection: Photographs and Certificate ????? Lim Hong Pei Collection: Identification photograph
8c26e351-085d-4717-a4dd-fef31938e6fd,2017-00181-004,black-and-white photographs,Lim Hong Pei Collection: Photographs and Certificate ????? Lim Hong Pei Collection: group photograph
f812e160-4540-4ce3-a43a-9c285052f0cc,2017-00182,documents (object genre),Lim Hong Pei Collection: Reproduction of a discharge document  ?????
1460e71d-7a12-4b4e-b55e-41776d1a240b,2017-00183,documents (object genre),Lim Hong Pei Collection: Reproductions of certificates & letters  ?????
56790fdf-8f78-493e-944f-c789ac83cfb4,2017-00183-001,certificates,Lim Hong Pei Collection: Reproductions of certificates & letters  ????? Lim Hong Pei Collection: Reproduction of certificate of Mention in Despatches
d4cabacf-e473-4a24-a9e2-0bf6e404d445,2017-00183-002,invitations,Lim Hong Pei Collection: Reproductions of certificates & letters  ????? Lim Hong Pei Collection: invitation
69a83120-4c63-4557-ad73-f462687d58c9,2017-00183-003,letters (correspondence),Lim Hong Pei Collection: Reproductions of certificates & letters  ????? Lim Hong Pei Collection: Letter of termination
93b21b28-11ea-4c9e-9e74-2cd552f10366,2017-00183-004,testimonials,Lim Hong Pei Collection: Reproductions of certificates & letters  ????? Lim Hong Pei Collection: Letter of testimony
3387775b-50d4-44da-bf5a-c154dd254db4,2017-00183-005,letters (correspondence),Lim Hong Pei Collection: Reproductions of certificates & letters  ????? Lim Hong Pei Collection: Letter of termination
67223cd8-cdc6-4328-acc5-7585a1e45e44,2017-00184,black-and-white photographs,Lim Hong Pei Collection: Photographs  ?????
93651df4-cb6d-473c-bec4-2112d1119151,2017-00184-001,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: Military officers outside building
6ce88e38-9ebc-433b-a7d7-d9dccecec68f,2017-00184-002,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: Group of soldiers
17e1834b-5aef-4586-9ee1-5e5662cb68d2,2017-00184-003,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: soldiers on deck
226a15d3-c2b0-4e30-87de-b8c309e233e0,2017-00184-004,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: Lim Hong Pei on deck
38e637ea-099c-45de-b262-e6af1276f70c,2017-00184-005,black-and-white photographs,Lim Hong Pei Collection: Photographs  ????? Lim Hong Pei Collection: group standing by house
